system,threshold,folder,video_file,gt,prediction
ResNet_DFD_Obsah025,0.1,Fake,DFL_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,DFL_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,DFL_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,FS_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_4_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,FS_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,FS_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,RU_1.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,RU_2.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,RU_3.mp4,1,1
ResNet_DFD_Obsah025,0.1,Fake,RU_4.mp4,1,0
ResNet_DFD_Obsah025,0.1,Fake,RU_5.mp4,1,0
ResNet_DFD_Obsah025,0.1,Foreign,900.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,901.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,902.mp4,0,1
ResNet_DFD_Obsah025,0.1,Foreign,903.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,904.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,905.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,906.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,907.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,908.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,909.mp4,0,1
ResNet_DFD_Obsah025,0.1,Foreign,910.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,911.mp4,0,1
ResNet_DFD_Obsah025,0.1,Foreign,912.mp4,0,1
ResNet_DFD_Obsah025,0.1,Foreign,913.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,914.mp4,0,1
ResNet_DFD_Obsah025,0.1,Foreign,915.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,916.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,917.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,918.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,919.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,920.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,921.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,922.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,923.mp4,0,0
ResNet_DFD_Obsah025,0.1,Foreign,924.mp4,0,0
ResNet_DFD_Obsah025,0.1,Original,id3_0004.mp4,0,0
ResNet_DFD_Obsah025,0.1,Original,id4_0002.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id53_0000.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id54_0005.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id56_0003.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id5_0001.mp4,0,0
ResNet_DFD_Obsah025,0.1,Original,id60_0003.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id6_0000.mp4,0,1
ResNet_DFD_Obsah025,0.1,Original,id7_0008.mp4,0,0
ResNet_DFD_Obsah025,0.1,Original,id9_0001.mp4,0,0
ResNet_DFD_Obsah025,0.2,Fake,DFL_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,DFL_4_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,DFL_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,FS_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_4_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,FS_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,FS_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,RU_1.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,RU_2.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,RU_3.mp4,1,1
ResNet_DFD_Obsah025,0.2,Fake,RU_4.mp4,1,0
ResNet_DFD_Obsah025,0.2,Fake,RU_5.mp4,1,0
ResNet_DFD_Obsah025,0.2,Foreign,900.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,901.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,902.mp4,0,1
ResNet_DFD_Obsah025,0.2,Foreign,903.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,904.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,905.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,906.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,907.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,908.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,909.mp4,0,1
ResNet_DFD_Obsah025,0.2,Foreign,910.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,911.mp4,0,1
ResNet_DFD_Obsah025,0.2,Foreign,912.mp4,0,1
ResNet_DFD_Obsah025,0.2,Foreign,913.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,914.mp4,0,1
ResNet_DFD_Obsah025,0.2,Foreign,915.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,916.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,917.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,918.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,919.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,920.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,921.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,922.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,923.mp4,0,0
ResNet_DFD_Obsah025,0.2,Foreign,924.mp4,0,0
ResNet_DFD_Obsah025,0.2,Original,id3_0004.mp4,0,0
ResNet_DFD_Obsah025,0.2,Original,id4_0002.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id53_0000.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id54_0005.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id56_0003.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id5_0001.mp4,0,0
ResNet_DFD_Obsah025,0.2,Original,id60_0003.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id6_0000.mp4,0,1
ResNet_DFD_Obsah025,0.2,Original,id7_0008.mp4,0,0
ResNet_DFD_Obsah025,0.2,Original,id9_0001.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_4_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,DFL_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_4_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,FS_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,RU_1.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,RU_2.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,RU_3.mp4,1,1
ResNet_DFD_Obsah025,0.30000000000000004,Fake,RU_4.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Fake,RU_5.mp4,1,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,900.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,901.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,902.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,903.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,904.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,905.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,906.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,907.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,908.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,909.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,910.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,911.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,912.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,913.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,914.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,915.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,916.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,917.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,918.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,919.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,920.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,921.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,922.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,923.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Foreign,924.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Original,id3_0004.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Original,id4_0002.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id53_0000.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id54_0005.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id56_0003.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id5_0001.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Original,id60_0003.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id6_0000.mp4,0,1
ResNet_DFD_Obsah025,0.30000000000000004,Original,id7_0008.mp4,0,0
ResNet_DFD_Obsah025,0.30000000000000004,Original,id9_0001.mp4,0,0
ResNet_DFD_Obsah025,0.4,Fake,DFL_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,DFL_4_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,DFL_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,FS_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_4_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,FS_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,FS_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,RU_1.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,RU_2.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,RU_3.mp4,1,1
ResNet_DFD_Obsah025,0.4,Fake,RU_4.mp4,1,0
ResNet_DFD_Obsah025,0.4,Fake,RU_5.mp4,1,0
ResNet_DFD_Obsah025,0.4,Foreign,900.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,901.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,902.mp4,0,1
ResNet_DFD_Obsah025,0.4,Foreign,903.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,904.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,905.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,906.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,907.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,908.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,909.mp4,0,1
ResNet_DFD_Obsah025,0.4,Foreign,910.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,911.mp4,0,1
ResNet_DFD_Obsah025,0.4,Foreign,912.mp4,0,1
ResNet_DFD_Obsah025,0.4,Foreign,913.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,914.mp4,0,1
ResNet_DFD_Obsah025,0.4,Foreign,915.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,916.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,917.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,918.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,919.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,920.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,921.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,922.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,923.mp4,0,0
ResNet_DFD_Obsah025,0.4,Foreign,924.mp4,0,0
ResNet_DFD_Obsah025,0.4,Original,id3_0004.mp4,0,0
ResNet_DFD_Obsah025,0.4,Original,id4_0002.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id53_0000.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id54_0005.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id56_0003.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id5_0001.mp4,0,0
ResNet_DFD_Obsah025,0.4,Original,id60_0003.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id6_0000.mp4,0,1
ResNet_DFD_Obsah025,0.4,Original,id7_0008.mp4,0,0
ResNet_DFD_Obsah025,0.4,Original,id9_0001.mp4,0,0
ResNet_DFD_Obsah025,0.5,Fake,DFL_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,DFL_4_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,DFL_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,FS_1_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_1_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_2_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_2_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_3_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_3_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_4_HQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_4_LQ.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,FS_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,FS_5_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,RU_1.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,RU_2.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,RU_3.mp4,1,1
ResNet_DFD_Obsah025,0.5,Fake,RU_4.mp4,1,0
ResNet_DFD_Obsah025,0.5,Fake,RU_5.mp4,1,0
ResNet_DFD_Obsah025,0.5,Foreign,900.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,901.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,902.mp4,0,1
ResNet_DFD_Obsah025,0.5,Foreign,903.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,904.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,905.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,906.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,907.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,908.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,909.mp4,0,1
ResNet_DFD_Obsah025,0.5,Foreign,910.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,911.mp4,0,1
ResNet_DFD_Obsah025,0.5,Foreign,912.mp4,0,1
ResNet_DFD_Obsah025,0.5,Foreign,913.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,914.mp4,0,1
ResNet_DFD_Obsah025,0.5,Foreign,915.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,916.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,917.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,918.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,919.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,920.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,921.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,922.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,923.mp4,0,0
ResNet_DFD_Obsah025,0.5,Foreign,924.mp4,0,0
ResNet_DFD_Obsah025,0.5,Original,id3_0004.mp4,0,0
ResNet_DFD_Obsah025,0.5,Original,id4_0002.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id53_0000.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id54_0005.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id56_0003.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id5_0001.mp4,0,0
ResNet_DFD_Obsah025,0.5,Original,id60_0003.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id6_0000.mp4,0,1
ResNet_DFD_Obsah025,0.5,Original,id7_0008.mp4,0,0
ResNet_DFD_Obsah025,0.5,Original,id9_0001.mp4,0,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_1_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_1_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_2_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_2_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_3_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_3_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_4_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_4_LQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_5_HQ.mp4,1,0
ResNet_DFD_Obsah025,0.6000000000000001,Fake,DFL_5_LQ.mp4,1,0
